"","c_d","s_d"
"1",923,873
"2",907,898
"3",859,942
"4",879,982
"5",902,939
"6",897,890
"7",923,934
"8",952,958
"9",982,968
"10",998,934
"11",971,897
"12",915,910
"13",882,949
"14",895,976
"15",890,940
"16",876,931
"17",875,935
"18",876,967
"19",925,980
"20",880,918
"21",884,924
"22",855,942
"23",894,971
"24",908,913
"25",888,921
"26",881,950
"27",913,974
"28",952,930
"29",942,900
"30",907,959
"31",929,998
"32",975,968
"33",968,921
"34",884,978
"35",885,1025
"36",926,1011
"37",953,1006
"38",940,1018
"39",950,1032
"40",968,1024
"41",982,969
"42",958,931
"43",940,916
"44",969,915
"45",954,908
"46",966,984
"47",964,983
"48",960,952
"49",947,950
"50",927,954
"51",941,966
"52",967,965
"53",931,977
"54",933,985
"55",980,974
"56",1008,935
"57",981,926
"58",924,923
"59",964,987
"60",1001,981
"61",963,944
"62",980,966
"63",994,967
"64",971,952
"65",964,948
"66",1020,963
"67",1024,939
"68",1020,920
"69",1040,939
"70",1022,946
"71",988,927
"72",968,928
"73",966,967
"74",995,989
"75",1013,974
"76",1001,932
"77",958,916
"78",984,987
"79",1030,980
"80",999,901
"81",976,898
"82",947,937
"83",962,971
"84",1000,961
"85",1008,922
"86",993,931
"87",1007,959
"88",997,953
"89",969,948
"90",924,967
"91",884,930
"92",906,910
"93",973,923
"94",984,916
"95",954,881
"96",926,887
"97",938,927
"98",965,937
"99",984,919
"100",952,890
"101",908,905
"102",920,974
"103",961,965
"104",936,916
"105",866,928
"106",908,992
"107",950,979
"108",992,926
"109",941,882
"110",879,934
"111",895,922
"112",913,902
"113",931,951
"114",909,940
"115",905,927
"116",927,955
"117",951,973
"118",949,976
"119",952,960
"120",950,946
"121",910,910
"122",901,925
"123",904,914
"124",887,871
"125",877,906
"126",938,1003
"127",961,982
"128",927,923
"129",884,960
"130",882,994
"131",927,936
"132",937,887
"133",905,902
"134",863,933
"135",884,969
"136",896,948
"137",920,921
"138",909,927
"139",910,946
"140",914,932
"141",875,880
"142",867,946
"143",893,985
"144",892,952
"145",944,950
"146",944,956
"147",880,958
"148",880,991
"149",924,1036
"150",971,1026
"151",952,955
"152",934,948
"153",898,995
"154",906,1008
"155",947,988
"156",994,978
"157",965,997
"158",985,972
"159",986,937
"160",943,929
"161",903,936
"162",917,947
"163",969,950
"164",982,967
"165",948,958
"166",903,961
"167",953,964
"168",980,942
"169",988,932
"170",920,911
"171",882,924
"172",919,952
"173",997,991
"174",1022,971
"175",1003,936
"176",949,919
"177",967,948
"178",1003,971
"179",1024,956
"180",962,933
"181",954,949
"182",979,979
"183",1000,991
"184",948,957
"185",945,948
"186",1013,938
"187",1041,895
"188",1031,866
"189",1007,886
"190",993,924
"191",999,908
"192",977,919
"193",966,967
"194",1008,957
"195",993,873
"196",976,900
"197",997,943
"198",1036,930
"199",1028,891
"200",982,914
"201",974,956
"202",1018,950
"203",959,920
"204",893,958
"205",915,963
"206",999,909
"207",1018,858
"208",984,885
"209",968,940
"210",967,949
"211",956,903
"212",943,879
"213",916,903
"214",968,958
"215",997,915
"216",967,868
"217",964,910
"218",988,969
"219",983,955
"220",923,923
"221",878,948
"222",905,983
"223",941,953
"224",949,937
"225",967,956
"226",939,953
"227",912,923
"228",908,897
"229",956,915
"230",954,888
"231",978,830
"232",927,836
"233",920,943
"234",961,958
"235",960,859
"236",872,840
"237",870,944
"238",917,995
"239",916,961
"240",897,911
"241",906,919
"242",950,969
"243",974,965
"244",912,956
"245",876,962
